production_order_id,production_date,finished_product,material_id,quantity_consumed
PRD-178,2025-03-15,Premium White Paint 4L,MAT017,50
PRD-178,2025-03-15,Premium White Paint 4L,MAT002,100
PRD-178,2025-03-15,Premium White Paint 4L,MAT011,300
PRD-178,2025-03-15,Premium White Paint 4L,MAT006,50
PRD-179,2025-01-22,Protective Roof Paint,MAT016,400
PRD-179,2025-01-22,Protective Roof Paint,MAT006,500
PRD-179,2025-01-22,Protective Roof Paint,MAT012,150
PRD-179,2025-01-22,Protective Roof Paint,MAT002,150
PRD-179,2025-01-22,Protective Roof Paint,MAT003,100
PRD-180,2025-01-26,Automotive Red Paint,MAT001,300
PRD-180,2025-01-26,Automotive Red Paint,MAT004,200
PRD-180,2025-01-26,Automotive Red Paint,MAT020,300
PRD-181,2025-01-27,Clear Varnish,MAT008,100
PRD-181,2025-01-27,Clear Varnish,MAT012,200
PRD-182,2025-01-15,Automotive Red Paint,MAT003,400
PRD-182,2025-01-15,Automotive Red Paint,MAT016,150
PRD-183,2025-12-15,Marine Blue Coating,MAT007,50
PRD-183,2025-12-15,Marine Blue Coating,MAT012,200
PRD-183,2025-12-15,Marine Blue Coating,MAT008,400
PRD-183,2025-12-15,Marine Blue Coating,MAT017,300
PRD-183,2025-12-15,Marine Blue Coating,MAT013,300
PRD-184,2025-04-27,Automotive Red Paint,MAT006,200
PRD-184,2025-04-27,Automotive Red Paint,MAT003,300
PRD-184,2025-04-27,Automotive Red Paint,MAT018,50
PRD-184,2025-04-27,Automotive Red Paint,MAT004,500
PRD-184,2025-04-27,Automotive Red Paint,MAT011,150
PRD-185,2025-08-02,Clear Varnish,MAT011,50
PRD-185,2025-08-02,Clear Varnish,MAT007,50
PRD-185,2025-08-02,Clear Varnish,MAT003,250
PRD-185,2025-08-02,Clear Varnish,MAT013,300
PRD-185,2025-08-02,Clear Varnish,MAT012,50
PRD-186,2025-03-18,Industrial Grey Primer,MAT004,150
PRD-186,2025-03-18,Industrial Grey Primer,MAT007,150
PRD-186,2025-03-18,Industrial Grey Primer,MAT011,300
PRD-187,2025-01-09,Wood Stain Brown,MAT001,200
PRD-187,2025-01-09,Wood Stain Brown,MAT002,500
PRD-188,2025-11-10,Wood Stain Brown,MAT017,100
PRD-188,2025-11-10,Wood Stain Brown,MAT001,150
PRD-188,2025-11-10,Wood Stain Brown,MAT012,400
PRD-189,2025-08-26,Industrial Grey Primer,MAT017,150
PRD-189,2025-08-26,Industrial Grey Primer,MAT020,200
PRD-190,2025-07-21,Clear Varnish,MAT001,200
PRD-190,2025-07-21,Clear Varnish,MAT011,500
PRD-190,2025-07-21,Clear Varnish,MAT013,100
PRD-190,2025-07-21,Clear Varnish,MAT003,50
PRD-191,2025-04-06,Premium White Paint 4L,MAT002,250
PRD-191,2025-04-06,Premium White Paint 4L,MAT015,200
PRD-191,2025-04-06,Premium White Paint 4L,MAT013,150
PRD-191,2025-04-06,Premium White Paint 4L,MAT001,250
PRD-191,2025-04-06,Premium White Paint 4L,MAT011,100
PRD-192,2025-02-09,Marine Blue Coating,MAT017,200
PRD-192,2025-02-09,Marine Blue Coating,MAT001,250
PRD-192,2025-02-09,Marine Blue Coating,MAT015,400
PRD-192,2025-02-09,Marine Blue Coating,MAT020,300
PRD-193,2025-08-19,Premium White Paint 4L,MAT001,500
PRD-193,2025-08-19,Premium White Paint 4L,MAT013,200
PRD-193,2025-08-19,Premium White Paint 4L,MAT012,500
PRD-193,2025-08-19,Premium White Paint 4L,MAT004,200
PRD-193,2025-08-19,Premium White Paint 4L,MAT007,250
PRD-194,2025-10-30,Protective Roof Paint,MAT020,200
PRD-194,2025-10-30,Protective Roof Paint,MAT006,50
PRD-194,2025-10-30,Protective Roof Paint,MAT008,150
PRD-194,2025-10-30,Protective Roof Paint,MAT017,250
PRD-195,2025-06-24,Marine Blue Coating,MAT015,100
PRD-195,2025-06-24,Marine Blue Coating,MAT006,250
PRD-195,2025-06-24,Marine Blue Coating,MAT020,50
PRD-195,2025-06-24,Marine Blue Coating,MAT011,400
PRD-195,2025-06-24,Marine Blue Coating,MAT012,150
PRD-196,2025-07-17,Marine Blue Coating,MAT013,100
PRD-196,2025-07-17,Marine Blue Coating,MAT004,250
PRD-197,2025-07-04,Epoxy Floor Coating,MAT002,200
PRD-197,2025-07-04,Epoxy Floor Coating,MAT011,400
PRD-197,2025-07-04,Epoxy Floor Coating,MAT012,500
PRD-197,2025-07-04,Epoxy Floor Coating,MAT015,100
PRD-198,2025-12-07,Anti-Rust Coating,MAT015,100
PRD-198,2025-12-07,Anti-Rust Coating,MAT004,50
PRD-198,2025-12-07,Anti-Rust Coating,MAT018,100
PRD-198,2025-12-07,Anti-Rust Coating,MAT017,500
PRD-199,2025-10-30,Premium White Paint 1L,MAT008,100
PRD-199,2025-10-30,Premium White Paint 1L,MAT012,300
PRD-200,2025-08-08,Automotive Red Paint,MAT013,300
PRD-200,2025-08-08,Automotive Red Paint,MAT020,300
PRD-200,2025-08-08,Automotive Red Paint,MAT008,200
PRD-201,2025-04-12,Clear Varnish,MAT001,200
PRD-201,2025-04-12,Clear Varnish,MAT018,100
PRD-201,2025-04-12,Clear Varnish,MAT003,400
PRD-202,2025-05-23,Marine Blue Coating,MAT003,100
PRD-202,2025-05-23,Marine Blue Coating,MAT013,100
PRD-202,2025-05-23,Marine Blue Coating,MAT006,300
PRD-202,2025-05-23,Marine Blue Coating,MAT007,50
PRD-203,2025-01-03,Marine Blue Coating,MAT012,500
PRD-203,2025-01-03,Marine Blue Coating,MAT002,400
PRD-203,2025-01-03,Marine Blue Coating,MAT020,300
PRD-204,2025-10-29,Automotive Red Paint,MAT008,200
PRD-204,2025-10-29,Automotive Red Paint,MAT016,250
PRD-204,2025-10-29,Automotive Red Paint,MAT015,250
PRD-204,2025-10-29,Automotive Red Paint,MAT011,300
PRD-204,2025-10-29,Automotive Red Paint,MAT013,150
PRD-205,2025-10-17,Industrial Grey Primer,MAT012,300
PRD-205,2025-10-17,Industrial Grey Primer,MAT015,150
PRD-205,2025-10-17,Industrial Grey Primer,MAT003,400
PRD-205,2025-10-17,Industrial Grey Primer,MAT020,400
PRD-205,2025-10-17,Industrial Grey Primer,MAT002,200
PRD-206,2025-03-15,Epoxy Floor Coating,MAT011,400
PRD-206,2025-03-15,Epoxy Floor Coating,MAT008,150
PRD-207,2025-05-21,Epoxy Floor Coating,MAT018,500
PRD-207,2025-05-21,Epoxy Floor Coating,MAT011,500
PRD-207,2025-05-21,Epoxy Floor Coating,MAT012,50
PRD-208,2025-06-03,Marine Blue Coating,MAT016,250
PRD-208,2025-06-03,Marine Blue Coating,MAT007,400
PRD-208,2025-06-03,Marine Blue Coating,MAT017,50
PRD-208,2025-06-03,Marine Blue Coating,MAT002,150
PRD-208,2025-06-03,Marine Blue Coating,MAT001,200
PRD-209,2025-08-14,Anti-Rust Coating,MAT017,500
PRD-209,2025-08-14,Anti-Rust Coating,MAT018,150
PRD-209,2025-08-14,Anti-Rust Coating,MAT013,400
PRD-209,2025-08-14,Anti-Rust Coating,MAT008,250
PRD-210,2025-05-26,Clear Varnish,MAT017,500
PRD-210,2025-05-26,Clear Varnish,MAT003,400
PRD-210,2025-05-26,Clear Varnish,MAT007,250
PRD-211,2025-02-05,Premium White Paint 1L,MAT004,250
PRD-211,2025-02-05,Premium White Paint 1L,MAT012,200
PRD-212,2025-01-27,Marine Blue Coating,MAT015,150
PRD-212,2025-01-27,Marine Blue Coating,MAT002,100
PRD-212,2025-01-27,Marine Blue Coating,MAT007,400
PRD-212,2025-01-27,Marine Blue Coating,MAT006,300
PRD-212,2025-01-27,Marine Blue Coating,MAT018,200
PRD-213,2025-09-21,Wood Stain Brown,MAT016,300
PRD-213,2025-09-21,Wood Stain Brown,MAT008,250
PRD-213,2025-09-21,Wood Stain Brown,MAT011,400
PRD-213,2025-09-21,Wood Stain Brown,MAT012,200
PRD-213,2025-09-21,Wood Stain Brown,MAT013,150
PRD-214,2025-04-14,Wood Stain Brown,MAT017,50
PRD-214,2025-04-14,Wood Stain Brown,MAT003,250
PRD-215,2025-09-29,Wood Stain Brown,MAT016,150
PRD-215,2025-09-29,Wood Stain Brown,MAT017,150
PRD-215,2025-09-29,Wood Stain Brown,MAT001,200
PRD-215,2025-09-29,Wood Stain Brown,MAT013,300
PRD-215,2025-09-29,Wood Stain Brown,MAT011,400
PRD-216,2025-06-03,Industrial Grey Primer,MAT015,250
PRD-216,2025-06-03,Industrial Grey Primer,MAT012,150
PRD-216,2025-06-03,Industrial Grey Primer,MAT003,300
PRD-217,2025-08-04,Protective Roof Paint,MAT002,200
PRD-217,2025-08-04,Protective Roof Paint,MAT017,100
PRD-217,2025-08-04,Protective Roof Paint,MAT003,500
PRD-218,2025-09-23,Premium White Paint 4L,MAT013,50
PRD-218,2025-09-23,Premium White Paint 4L,MAT008,250
PRD-218,2025-09-23,Premium White Paint 4L,MAT003,250
PRD-219,2025-01-25,Industrial Grey Primer,MAT013,100
PRD-219,2025-01-25,Industrial Grey Primer,MAT015,50
PRD-220,2025-05-10,Automotive Red Paint,MAT016,200
PRD-220,2025-05-10,Automotive Red Paint,MAT008,400
PRD-221,2025-02-09,Anti-Rust Coating,MAT002,250
PRD-221,2025-02-09,Anti-Rust Coating,MAT003,150
PRD-222,2025-01-07,Wood Stain Brown,MAT002,500
PRD-222,2025-01-07,Wood Stain Brown,MAT018,400
PRD-222,2025-01-07,Wood Stain Brown,MAT003,250
PRD-223,2025-03-06,Marine Blue Coating,MAT017,200
PRD-223,2025-03-06,Marine Blue Coating,MAT016,500
PRD-223,2025-03-06,Marine Blue Coating,MAT003,400
PRD-224,2025-04-27,Protective Roof Paint,MAT015,100
PRD-224,2025-04-27,Protective Roof Paint,MAT003,250
PRD-224,2025-04-27,Protective Roof Paint,MAT016,50
PRD-225,2025-04-15,Anti-Rust Coating,MAT017,500
PRD-225,2025-04-15,Anti-Rust Coating,MAT013,150
PRD-225,2025-04-15,Anti-Rust Coating,MAT016,300
PRD-225,2025-04-15,Anti-Rust Coating,MAT011,500
PRD-225,2025-04-15,Anti-Rust Coating,MAT006,50
PRD-226,2025-03-20,Anti-Rust Coating,MAT008,500
PRD-226,2025-03-20,Anti-Rust Coating,MAT015,150
PRD-226,2025-03-20,Anti-Rust Coating,MAT018,500
PRD-226,2025-03-20,Anti-Rust Coating,MAT016,50
PRD-226,2025-03-20,Anti-Rust Coating,MAT004,250
PRD-227,2025-05-28,Marine Blue Coating,MAT015,300
PRD-227,2025-05-28,Marine Blue Coating,MAT007,300
PRD-227,2025-05-28,Marine Blue Coating,MAT002,500
PRD-227,2025-05-28,Marine Blue Coating,MAT008,500
PRD-227,2025-05-28,Marine Blue Coating,MAT016,500
PRD-228,2025-05-18,Wood Stain Brown,MAT007,300
PRD-228,2025-05-18,Wood Stain Brown,MAT016,50
PRD-228,2025-05-18,Wood Stain Brown,MAT020,50
PRD-228,2025-05-18,Wood Stain Brown,MAT018,50
PRD-229,2025-04-29,Automotive Red Paint,MAT015,50
PRD-229,2025-04-29,Automotive Red Paint,MAT002,500
PRD-229,2025-04-29,Automotive Red Paint,MAT006,100
PRD-230,2025-07-02,Premium White Paint 4L,MAT002,50
PRD-230,2025-07-02,Premium White Paint 4L,MAT012,500
PRD-231,2025-05-02,Epoxy Floor Coating,MAT020,150
PRD-231,2025-05-02,Epoxy Floor Coating,MAT003,50
PRD-231,2025-05-02,Epoxy Floor Coating,MAT001,300
PRD-231,2025-05-02,Epoxy Floor Coating,MAT006,200
PRD-232,2025-10-12,Automotive Red Paint,MAT004,500
PRD-232,2025-10-12,Automotive Red Paint,MAT016,150
PRD-232,2025-10-12,Automotive Red Paint,MAT015,400
PRD-233,2025-04-28,Clear Varnish,MAT020,200
PRD-233,2025-04-28,Clear Varnish,MAT003,500
PRD-233,2025-04-28,Clear Varnish,MAT011,150
PRD-233,2025-04-28,Clear Varnish,MAT016,500
PRD-234,2025-11-16,Protective Roof Paint,MAT016,100
PRD-234,2025-11-16,Protective Roof Paint,MAT011,100
PRD-234,2025-11-16,Protective Roof Paint,MAT012,300
PRD-235,2025-01-12,Anti-Rust Coating,MAT003,400
PRD-235,2025-01-12,Anti-Rust Coating,MAT004,250
PRD-235,2025-01-12,Anti-Rust Coating,MAT012,200
PRD-236,2025-01-20,Protective Roof Paint,MAT002,200
PRD-236,2025-01-20,Protective Roof Paint,MAT001,50
PRD-236,2025-01-20,Protective Roof Paint,MAT018,250
PRD-236,2025-01-20,Protective Roof Paint,MAT015,200
PRD-236,2025-01-20,Protective Roof Paint,MAT008,50
PRD-237,2025-04-29,Epoxy Floor Coating,MAT020,400
PRD-237,2025-04-29,Epoxy Floor Coating,MAT002,200
PRD-237,2025-04-29,Epoxy Floor Coating,MAT015,200
PRD-237,2025-04-29,Epoxy Floor Coating,MAT017,150
PRD-237,2025-04-29,Epoxy Floor Coating,MAT008,50
PRD-238,2025-11-15,Clear Varnish,MAT017,400
PRD-238,2025-11-15,Clear Varnish,MAT002,50
PRD-238,2025-11-15,Clear Varnish,MAT006,100
PRD-239,2025-11-15,Industrial Grey Primer,MAT008,400
PRD-239,2025-11-15,Industrial Grey Primer,MAT013,300
PRD-240,2025-02-16,Epoxy Floor Coating,MAT004,250
PRD-240,2025-02-16,Epoxy Floor Coating,MAT006,150
PRD-241,2025-09-02,Clear Varnish,MAT013,200
PRD-241,2025-09-02,Clear Varnish,MAT004,300
PRD-241,2025-09-02,Clear Varnish,MAT016,400
PRD-242,2025-10-22,Automotive Red Paint,MAT007,500
PRD-242,2025-10-22,Automotive Red Paint,MAT008,50
PRD-242,2025-10-22,Automotive Red Paint,MAT011,200
PRD-242,2025-10-22,Automotive Red Paint,MAT020,250
PRD-243,2025-12-30,Protective Roof Paint,MAT018,200
PRD-243,2025-12-30,Protective Roof Paint,MAT001,500
PRD-243,2025-12-30,Protective Roof Paint,MAT015,150
PRD-244,2025-03-25,Automotive Red Paint,MAT003,400
PRD-244,2025-03-25,Automotive Red Paint,MAT013,250
PRD-244,2025-03-25,Automotive Red Paint,MAT012,100
PRD-245,2025-06-03,Premium White Paint 1L,MAT016,150
PRD-245,2025-06-03,Premium White Paint 1L,MAT013,50
PRD-245,2025-06-03,Premium White Paint 1L,MAT002,250
PRD-245,2025-06-03,Premium White Paint 1L,MAT018,500
PRD-245,2025-06-03,Premium White Paint 1L,MAT020,200
PRD-246,2025-06-10,Automotive Red Paint,MAT011,50
PRD-246,2025-06-10,Automotive Red Paint,MAT013,400
PRD-247,2025-03-27,Anti-Rust Coating,MAT013,500
PRD-247,2025-03-27,Anti-Rust Coating,MAT011,500
PRD-248,2025-05-05,Epoxy Floor Coating,MAT006,200
PRD-248,2025-05-05,Epoxy Floor Coating,MAT020,300
PRD-248,2025-05-05,Epoxy Floor Coating,MAT008,200
PRD-249,2025-08-02,Premium White Paint 1L,MAT006,500
PRD-249,2025-08-02,Premium White Paint 1L,MAT020,300
PRD-249,2025-08-02,Premium White Paint 1L,MAT001,150
PRD-249,2025-08-02,Premium White Paint 1L,MAT011,500
PRD-249,2025-08-02,Premium White Paint 1L,MAT002,200
PRD-250,2025-04-07,Protective Roof Paint,MAT002,500
PRD-250,2025-04-07,Protective Roof Paint,MAT004,200
PRD-250,2025-04-07,Protective Roof Paint,MAT003,200
PRD-250,2025-04-07,Protective Roof Paint,MAT001,50
PRD-250,2025-04-07,Protective Roof Paint,MAT017,200
PRD-251,2025-03-26,Premium White Paint 1L,MAT002,150
PRD-251,2025-03-26,Premium White Paint 1L,MAT006,500
PRD-251,2025-03-26,Premium White Paint 1L,MAT012,300
PRD-251,2025-03-26,Premium White Paint 1L,MAT020,50
PRD-252,2025-08-08,Anti-Rust Coating,MAT012,400
PRD-252,2025-08-08,Anti-Rust Coating,MAT008,500
PRD-252,2025-08-08,Anti-Rust Coating,MAT006,50
PRD-252,2025-08-08,Anti-Rust Coating,MAT003,400
PRD-253,2025-04-19,Epoxy Floor Coating,MAT017,50
PRD-253,2025-04-19,Epoxy Floor Coating,MAT004,200
PRD-254,2025-06-03,Marine Blue Coating,MAT007,400
PRD-254,2025-06-03,Marine Blue Coating,MAT001,200
PRD-254,2025-06-03,Marine Blue Coating,MAT006,200
PRD-254,2025-06-03,Marine Blue Coating,MAT002,50
PRD-255,2025-08-01,Premium White Paint 1L,MAT018,150
PRD-255,2025-08-01,Premium White Paint 1L,MAT006,400
PRD-255,2025-08-01,Premium White Paint 1L,MAT015,100
PRD-256,2025-11-10,Premium White Paint 4L,MAT006,300
PRD-256,2025-11-10,Premium White Paint 4L,MAT015,50
PRD-256,2025-11-10,Premium White Paint 4L,MAT013,200
PRD-256,2025-11-10,Premium White Paint 4L,MAT003,200
PRD-257,2025-01-01,Premium White Paint 1L,MAT020,200
PRD-257,2025-01-01,Premium White Paint 1L,MAT013,50
PRD-257,2025-01-01,Premium White Paint 1L,MAT012,400
PRD-257,2025-01-01,Premium White Paint 1L,MAT008,50
PRD-258,2025-12-21,Automotive Red Paint,MAT011,150
PRD-258,2025-12-21,Automotive Red Paint,MAT007,300
PRD-258,2025-12-21,Automotive Red Paint,MAT003,400
PRD-258,2025-12-21,Automotive Red Paint,MAT020,300
PRD-259,2025-03-25,Anti-Rust Coating,MAT018,200
PRD-259,2025-03-25,Anti-Rust Coating,MAT002,200
PRD-260,2025-06-22,Epoxy Floor Coating,MAT003,50
PRD-260,2025-06-22,Epoxy Floor Coating,MAT008,500
PRD-260,2025-06-22,Epoxy Floor Coating,MAT013,50
PRD-261,2025-11-04,Premium White Paint 4L,MAT013,300
PRD-261,2025-11-04,Premium White Paint 4L,MAT001,50
PRD-261,2025-11-04,Premium White Paint 4L,MAT016,500
PRD-262,2025-05-07,Epoxy Floor Coating,MAT016,50
PRD-262,2025-05-07,Epoxy Floor Coating,MAT003,250
PRD-262,2025-05-07,Epoxy Floor Coating,MAT017,250
PRD-262,2025-05-07,Epoxy Floor Coating,MAT020,50
PRD-262,2025-05-07,Epoxy Floor Coating,MAT018,250
PRD-263,2025-11-20,Clear Varnish,MAT007,500
PRD-263,2025-11-20,Clear Varnish,MAT003,250
PRD-264,2025-11-03,Wood Stain Brown,MAT002,100
PRD-264,2025-11-03,Wood Stain Brown,MAT013,150
PRD-264,2025-11-03,Wood Stain Brown,MAT003,400
PRD-264,2025-11-03,Wood Stain Brown,MAT008,50
PRD-264,2025-11-03,Wood Stain Brown,MAT001,50
PRD-265,2025-03-13,Epoxy Floor Coating,MAT003,50
PRD-265,2025-03-13,Epoxy Floor Coating,MAT012,150
PRD-265,2025-03-13,Epoxy Floor Coating,MAT006,500
PRD-266,2025-05-22,Clear Varnish,MAT006,250
PRD-266,2025-05-22,Clear Varnish,MAT007,250
PRD-266,2025-05-22,Clear Varnish,MAT008,50
PRD-266,2025-05-22,Clear Varnish,MAT015,500
PRD-266,2025-05-22,Clear Varnish,MAT020,300
PRD-267,2025-04-16,Wood Stain Brown,MAT008,400
PRD-267,2025-04-16,Wood Stain Brown,MAT003,250
PRD-267,2025-04-16,Wood Stain Brown,MAT018,500
PRD-268,2025-09-24,Clear Varnish,MAT003,50
PRD-268,2025-09-24,Clear Varnish,MAT008,250
PRD-268,2025-09-24,Clear Varnish,MAT004,100
PRD-268,2025-09-24,Clear Varnish,MAT018,400
PRD-269,2025-09-07,Marine Blue Coating,MAT016,150
PRD-269,2025-09-07,Marine Blue Coating,MAT007,400
PRD-269,2025-09-07,Marine Blue Coating,MAT004,200
PRD-269,2025-09-07,Marine Blue Coating,MAT011,500
PRD-269,2025-09-07,Marine Blue Coating,MAT001,200
PRD-270,2025-04-23,Anti-Rust Coating,MAT004,300
PRD-270,2025-04-23,Anti-Rust Coating,MAT002,50
PRD-270,2025-04-23,Anti-Rust Coating,MAT018,50
PRD-270,2025-04-23,Anti-Rust Coating,MAT016,400
PRD-270,2025-04-23,Anti-Rust Coating,MAT020,200
PRD-271,2025-09-16,Industrial Grey Primer,MAT015,400
PRD-271,2025-09-16,Industrial Grey Primer,MAT006,250
PRD-271,2025-09-16,Industrial Grey Primer,MAT001,400
PRD-272,2025-12-23,Marine Blue Coating,MAT004,50
PRD-272,2025-12-23,Marine Blue Coating,MAT017,250
PRD-272,2025-12-23,Marine Blue Coating,MAT020,300
